Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
0	0.00472	-0.001589	0.001103	0.00211	0.004103	-0.003802	0.011268	0.002851
0.0005	0.002163	-0.002659	-0.025141	-1.6e-05	0.003063	-0.005889	-0.017516	0.002455
0.001	0.00147	-0.002851	-0.030744	-0.00051	0.004152	-0.00662	-0.041251	0.00293
0.0015	0.002448	-0.001957	-0.018851	0.000118	0.006138	-0.006377	-0.053124	0.003034
0.002	0.003918	-0.000972	-0.005518	0.000216	0.007389	-0.008929	-0.055375	0.002137
0.0025	0.005328	-0.000119	0.000142	-0.000386	0.00861	-0.016336	-0.057232	0.002184
0.003	0.006105	0.000917	-0.000827	-0.000551	0.01054	-0.023166	-0.060448	0.004009
0.0035	0.006084	0.001134	-0.003439	0.000131	0.011907	-0.022067	-0.058579	0.005237
0.004	0.006569	-2e-05	-0.004355	0.000937	0.011363	-0.011895	-0.048332	0.003791
0.0045	0.008251	-0.000549	-0.003684	0.001045	0.009843	0.001941	-0.034268	0.001281
0.005	0.009592	0.000875	-0.003173	0.001133	0.008927	0.011982	-0.022324	0.001483
0.0055	0.009268	0.001941	-0.003634	0.001821	0.008306	0.014422	-0.013968	0.004007
0.006	0.008213	0.001118	-0.004703	0.001728	0.007272	0.010472	-0.008879	0.00421
0.0065	0.00728	0.000562	-0.00562	0.000646	0.005874	0.002275	-0.008573	0.001386
0.007	0.005826	0.0021	-0.005487	-5e-05	0.003814	-0.00796	-0.013595	-0.001317
0.0075	0.004016	0.004894	-0.004473	-0.000359	0.001113	-0.016389	-0.019906	-0.001869
0.008	0.003091	0.00655	-0.003766	-0.000794	-0.001302	-0.021454	-0.021762	-0.000194
0.0085	0.003462	0.005139	-0.003714	-0.000966	-0.002662	-0.025759	-0.018202	0.001264
0.009	0.004588	0.002033	-0.004001	-0.000585	-0.002728	-0.02976	-0.014566	0.001176
0.0095	0.005534	0.000711	-0.004625	9e-06	-0.002015	-0.029575	-0.016012	0.001705
0.01	0.005535	0.001614	-0.005148	0.001393	-0.001802	-0.023618	-0.0205	0.003646
0.0105	0.005463	0.002113	-0.005288	0.003731	-0.002217	-0.015898	-0.020278	0.004544
0.011	0.006588	0.000908	-0.007773	0.004776	-0.002404	-0.011124	-0.010997	0.003059
0.0115	0.007636	-0.001596	-0.016969	0.00362	-0.002553	-0.010207	0.001289	0.001707
0.012	0.007145	-0.003946	-0.031382	0.001742	-0.00293	-0.01035	0.004761	0.002837
0.0125	0.006136	-0.003667	-0.042055	-8.5e-05	-0.003771	-0.008661	-0.005425	0.00693
0.013	0.005395	-0.000941	-0.043588	-0.001199	-0.005389	-0.006361	-0.023016	0.016435
0.0135	0.004407	0.001091	-0.041858	-0.000758	-0.006164	-0.006144	-0.039725	0.030993
0.014	0.003559	0.001163	-0.046051	8.1e-05	-0.003919	-0.006699	-0.053303	0.039645
0.0145	0.003841	0.000248	-0.056003	-0.000446	-2.3e-05	-0.004699	-0.065999	0.031514
0.015	0.004783	-0.000706	-0.060314	-0.001801	0.000942	-0.000413	-0.078215	0.012561
0.0155	0.005269	-0.000593	-0.048345	-0.003143	-0.001753	0.001747	-0.086791	-0.001647
0.016	0.004784	0.000416	-0.021717	-0.004144	-0.003495	-0.001126	-0.089298	-0.005041
0.0165	0.003187	0.000657	0.009876	-0.003946	-0.002557	-0.005626	-0.085339	-0.004167
0.017	0.001511	0.000406	0.039026	-0.004004	-0.001612	-0.005713	-0.070058	-0.008348
0.0175	0.001171	0.000869	0.060845	-0.005532	-0.00208	-0.000739	-0.024782	-0.018524
0.018	0.001919	0.00144	0.069634	-0.006073	-0.003648	0.00381	0.073173	-0.026416
0.0185	0.002603	0.00142	0.063409	-0.004637	-0.005854	0.003152	0.21037	-0.026241
0.019	0.003091	0.001324	0.050097	-0.002714	-0.007348	-0.001675	0.320632	-0.020004
0.0195	0.00401	0.001573	0.043449	-0.001027	-0.00713	-0.005725	0.338783	-0.012302
0.02	0.004678	0.001956	0.048822	-0.00017	-0.006167	-0.006224	0.262382	-0.006141
0.0205	0.00368	0.002502	0.055285	-0.00103	-0.005443	-0.004253	0.141566	-0.002411
0.021	0.001396	0.003084	0.047846	-0.002874	-0.004908	-0.002524	0.025456	-0.000141
0.0215	-0.00075	0.002558	0.027012	-0.003401	-0.004375	-0.003547	-0.059458	0.002533
0.022	-0.001858	0.0002	0.009666	-0.002243	-0.003258	-0.006491	-0.097852	0.004488
0.0225	-0.00134	-0.002586	0.008649	-0.001	-0.001593	-0.008101	-0.086992	0.003777
0.023	0.000625	-0.003589	0.017782	-0.000305	-0.000664	-0.007992	-0.04752	0.003162
0.0235	0.002413	-0.002473	0.022438	1.4e-05	-0.000673	-0.008072	-0.011606	0.004618
0.024	0.002378	-0.000985	0.018949	-0.000143	-0.000623	-0.00887	0.003946	0.005381
0.0245	0.001097	-0.000728	0.014919	-0.000604	-0.000723	-0.00991	0.005554	0.003884
0.025	0.000572	-0.001172	0.014848	-0.000213	-0.001732	-0.010046	0.004812	0.001244
0.0255	0.001361	-0.000629	0.014681	0.001187	-0.002554	-0.008008	0.003883	-0.002916
0.026	0.002079	0.000376	0.009653	0.001489	-0.001972	-0.004987	0.000412	-0.009059
0.0265	0.00165	-7e-06	0.00165	-5.9e-05	-0.001194	-0.003372	-0.00434	-0.014331
0.027	0.000674	-0.000804	-0.003959	-0.001535	-0.001381	-0.003858	-0.007024	-0.016752
0.0275	-4.9e-05	6e-05	-0.006359	-0.00207	-0.00168	-0.005428	-0.007339	-0.017565
0.028	-0.000452	0.001941	-0.007972	-0.002083	-0.000832	-0.005283	-0.007787	-0.017625
0.0285	-0.000227	0.002719	-0.007178	-0.000732	0.001489	-0.001883	-0.010164	-0.017118
0.029	0.00113	0.001597	-0.000271	0.001519	0.003618	0.000368	-0.014586	-0.016636
0.0295	0.003466	0.000278	0.010536	0.001718	0.002933	-0.003503	-0.018397	-0.016919
0.03	0.005346	0.000628	0.017571	0.000112	-0.000365	-0.010072	-0.017364	-0.017
0.0305	0.004788	0.001111	0.017449	-0.000508	-0.00332	-0.011076	-0.012053	-0.01405
0.031	0.002184	-0.00037	0.014195	-0.001128	-0.004089	-0.003075	-0.007012	-0.009045
0.0315	0.000473	-0.00243	0.011693	-0.003611	-0.003267	0.00994	-0.004164	-0.006318
0.032	0.001298	-0.003309	0.010663	-0.005944	-0.002647	0.020799	-0.004104	-0.006063
0.0325	0.003545	-0.00366	0.010917	-0.006055	-0.003153	0.024803	-0.007193	-0.005506
0.033	0.005131	-0.004672	0.010358	-0.004699	-0.003656	0.021944	-0.009863	-0.004386
0.0335	0.004606	-0.006332	0.005948	-0.002406	-0.003094	0.015729	-0.007377	-0.002589
0.034	0.002412	-0.007326	-0.001577	0.000245	-0.001852	0.010754	0.001004	0.00137
0.0345	0.000961	-0.006228	-0.008083	0.000895	-0.000417	0.009184	0.011575	0.005233
0.035	0.001824	-0.003084	-0.011666	0.000299	0.000496	0.008289	0.017334	0.005695
0.0355	0.003415	0.00023	-0.013989	0.001408	0.00019	0.004072	0.013918	0.004679
0.036	0.003619	0.002085	-0.016667	0.002115	-0.001175	-0.000887	0.006479	0.004551
0.0365	0.002833	0.002668	-0.020549	-0.000299	-0.003125	0.000639	0.003639	0.005134
0.037	0.002444	0.002811	-0.025851	-0.003469	-0.004329	0.009097	0.006335	0.006541
0.0375	0.002313	0.00297	-0.030232	-0.004631	-0.00349	0.016554	0.010008	0.008234
0.038	0.001481	0.003221	-0.031515	-0.004047	-0.001549	0.018168	0.012962	0.009064
0.0385	0.000384	0.002651	-0.031179	-0.003852	-0.001078	0.019035	0.01544	0.008953
0.039	0.000446	1.6e-05	-0.030606	-0.004936	-0.002982	0.024594	0.01655	0.008083
0.0395	0.002261	-0.003379	-0.028201	-0.005151	-0.004603	0.02947	0.015494	0.005962
0.04	0.004448	-0.005095	-0.022602	-0.002879	-0.003869	0.024225	0.01201	0.00307
0.0405	0.005031	-0.005258	-0.014985	-0.000548	-0.001678	0.00954	0.008175	0.00084
0.041	0.004555	-0.004589	-0.008157	-0.000937	0.000792	-0.002821	0.008128	-0.000789
0.0415	0.004867	-0.003246	-0.004337	-0.001393	0.001823	-0.003313	0.011427	-0.001981
0.042	0.005934	-0.002681	-0.002661	0.001135	0.000456	0.005119	0.012382	-0.002212
0.0425	0.004991	-0.003211	-0.000379	0.003398	-0.000645	0.010184	0.009059	-0.001982
0.043	-0.002179	-0.00264	0.002908	0.002425	0.000927	0.000111	0.005948	-0.001728
0.0435	-0.015462	-0.000409	0.005471	0.000345	0.003597	-0.024202	0.006445	-0.001546
0.044	-0.02649	0.002035	0.006942	-0.000609	0.004387	-0.04465	0.009051	-0.001583
0.0445	-0.02635	0.004311	0.00802	0.000302	0.002152	-0.043193	0.010976	-0.000954
0.045	-0.016297	0.005556	0.0085	0.003252	-0.001376	-0.023733	0.01124	0.000715
0.0455	-0.0055	0.004424	0.007601	0.005661	-0.002808	-0.005703	0.010151	0.001424
0.046	0.000152	0.002352	0.004545	0.004237	-0.000755	-0.000116	0.008088	0.000299
0.0465	0.001549	0.00133	-0.001278	0.000367	0.002082	-0.003758	0.005839	0.000223
0.047	0.001339	0.000993	-0.008784	-0.001931	0.002346	-0.008575	0.004673	0.002476
0.0475	0.000598	0.000649	-0.015016	-0.001541	0.000308	-0.008195	0.004851	0.004512
0.048	-0.000414	0.000398	-0.018292	-3e-06	-0.000906	-0.002065	0.004985	0.005087
0.0485	-0.000585	7.4e-05	-0.019355	0.001602	0.000751	0.0058	0.003514	0.005066
0.049	0.001433	-0.000129	-0.018435	0.002813	0.003582	0.012657	0.000228	0.004339
0.0495	0.004704	0.001045	-0.01407	0.002757	0.004403	0.016081	-0.003225	0.001843
0.05	0.006469	0.003025	-0.005523	0.00152	0.003394	0.011599	-0.004952	-0.001065
0.0505	0.00601	0.003375	0.006167	0.000134	0.003562	-0.000419	-0.005321	-0.000916
0.051	0.006352	0.001844	0.019325	-0.000858	0.005374	-0.010316	-0.005467	0.002416
0.0515	0.011315	-0.000565	0.031565	-0.000809	0.005947	-0.009655	-0.004696	0.004939
0.052	0.019096	-0.003208	0.039925	0.000104	0.003796	-0.003083	-0.002323	0.004058
0.0525	0.019889	-0.004829	0.041973	0.000386	0.000925	-0.002235	-0.000236	0.002391
0.053	0.007749	-0.00443	0.036703	-0.000274	0.000402	-0.008802	-0.000487	0.003007
0.0535	-0.007253	-0.002325	0.02711	-0.000557	0.002648	-0.01073	-0.002117	0.003928
0.054	-0.009737	-0.000268	0.019911	0.000793	0.004697	0.001364	-0.003612	0.002577
0.0545	0.001952	0.000764	0.018515	0.003271	0.004371	0.01891	-0.004708	-0.000441
0.055	0.016253	0.001977	0.017622	0.004304	0.002497	0.024532	-0.004635	-0.003451
0.0555	0.02425	0.00325	0.008808	0.002735	0.000472	0.013428	-0.003239	-0.004693
