Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0	612.841	-1504.951	912.296	358.126	-1491.397	918.595	520.844	-1682.845	954.33	433.721	-1680.989	950.969	632.817	-1617.475	856.722	302.561	-1567.903	853.026	573.45	-1501.966	686.515	604.156	-1657.109	441.064	495.504	-1662.244	436.726	607.973	-1797.707	216.057	571.064	-1882.152	71.247	484.543	-1847.755	76.104	508.809	-1714.588	-5.321	565.361	-1717.82	7.027	615.055	-1769.951	-14.983	386.955	-1403.152	685.654	310.426	-1419.086	470.116	430.566	-1399.2	455.715	294.862	-1329.879	223.874	321.33	-1242.532	71.085	406.458	-1235.436	103.433	398.962	-1079.013	97.459	337.807	-1069.076	125.193	299.935	-1098.542	67.455
0.005	612.687	-1497.401	911.868	357.746	-1483.537	917.272	519.891	-1675.085	953.353	432.755	-1673.254	949.855	632.6	-1610.568	856.233	302.111	-1559.725	851.735	573.709	-1494.95	685.98	604.296	-1651.517	440.89	495.448	-1656.181	436.049	608.052	-1794.497	217.238	571.589	-1881.005	73.766	485.17	-1846.839	77.898	508.962	-1714.489	-5.242	565.524	-1717.58	6.969	614.954	-1769.943	-14.899	387.534	-1395.27	685.181	310.391	-1410.759	469.484	430.261	-1391.343	455.45	294.735	-1321.299	223.629	321.587	-1233.167	71.027	406.72	-1226.341	103.728	399.265	-1070.072	99.097	337.967	-1060.071	126.364	300.264	-1089.122	68.551
0.01	612.21	-1489.673	911.088	357.362	-1475.59	916.317	518.487	-1665.486	951.651	432.13	-1666.937	949.776	632.856	-1601.977	856.027	301.418	-1551.62	850.758	573.495	-1487.37	685.195	604.375	-1645.464	440.286	495.4	-1649.778	435.366	608.129	-1791.009	218.444	572.072	-1879.518	75.945	484.959	-1845.57	79.397	509.14	-1714.354	-5.142	565.717	-1717.351	6.88	614.752	-1769.851	-14.934	387.878	-1387.18	685.5	310.261	-1402.567	469.446	429.582	-1382.81	455.288	295.057	-1313.007	222.532	322.063	-1224.79	70.484	407.196	-1217.935	103.11	399.69	-1061.622	99.831	338.332	-1052.002	127.1	300.672	-1080.411	68.463
0.015	611.755	-1481.942	910.304	356.818	-1467.801	915.619	517.62	-1657.809	950.77	431.024	-1657.949	948.243	632.558	-1595.203	855.845	300.915	-1543.374	849.74	573.602	-1480.22	684.572	604.465	-1639.048	439.885	495.352	-1643.307	434.685	608.362	-1787.526	219.771	572.937	-1877.339	78.883	485.582	-1843.968	81.435	509.375	-1714.269	-5.035	565.891	-1717.139	6.862	614.96	-1769.151	-14.32	388.018	-1378.764	685.917	310.357	-1394	468.806	428.777	-1373.875	455.298	295.241	-1305.244	221.712	322.625	-1217.001	69.419	407.614	-1209.902	102.249	400.009	-1054.26	99.73	338.595	-1044.749	126.839	301.023	-1072.865	68.153
0.02	611.478	-1474.361	910.191	356.343	-1459.697	914.664	516.813	-1650.132	950.124	430.119	-1650.204	947.485	631.617	-1589.188	855.15	300.081	-1535.393	849.459	573.803	-1474.104	683.245	604.604	-1632.494	439.356	495.389	-1636.112	433.965	608.594	-1783.674	221.228	573.54	-1875.723	81.834	486.365	-1842.12	83.401	509.598	-1714.179	-4.877	566.08	-1716.89	6.702	614.843	-1768.996	-14.283	388.012	-1370.111	686.561	310.314	-1385.319	468.636	427.911	-1364.47	455.192	295.698	-1297.777	220.564	323.25	-1210.033	68.095	408.304	-1203.024	101.311	400.532	-1047.207	98.372	338.814	-1037.986	125.7	301.497	-1065.99	66.903
0.025	610.842	-1466.744	909.645	355.719	-1451.717	913.988	515.985	-1642.314	949.397	429.205	-1638.407	944.707	631.064	-1581.756	854.818	299.368	-1527.217	848.88	573.79	-1466.578	682.983	604.74	-1625.677	438.868	495.273	-1629.224	433.285	608.891	-1779.788	222.706	574.147	-1873.656	84.265	487.075	-1840.105	85.378	509.806	-1714.074	-4.794	566.237	-1716.614	6.602	614.815	-1768.931	-14.231	387.953	-1361.282	687.673	310.478	-1376.612	468.129	427.035	-1354.91	455.418	296.375	-1290.284	219.206	323.938	-1203.806	66.601	409.078	-1196.548	99.317	400.94	-1040.881	96.502	339.372	-1031.876	123.803	301.911	-1060.144	64.995
0.03	610.004	-1458.772	908.905	355.104	-1443.809	913.589	515.193	-1634.454	948.791	428.95	-1631.6	944.761	630.456	-1574.2	854.356	298.581	-1519.137	848.558	573.413	-1458.698	681.997	604.777	-1618.446	438.406	495.321	-1621.579	432.276	609.199	-1775.555	224.365	574.845	-1871.52	87.008	487.538	-1838.031	87.652	510.035	-1713.953	-4.725	566.494	-1716.396	6.374	614.676	-1768.822	-14.218	387.76	-1352.048	688.354	310.418	-1367.87	468.022	426.376	-1345.182	455.577	296.907	-1283.424	218.366	324.73	-1198.223	64.686	410.037	-1190.623	97.197	401.441	-1035.361	93.634	339.956	-1026.296	121.098	302.275	-1054.926	62.737
0.035	609.334	-1450.944	908.64	354.403	-1435.538	913.19	514.382	-1626.502	948.289	427.619	-1622.499	943.583	629.737	-1566.616	854.105	297.913	-1511.087	848.368	572.773	-1450.242	682.349	604.947	-1611.001	437.875	495.1	-1613.773	431.67	609.495	-1771.114	225.978	575.468	-1869.148	89.912	488.801	-1835.831	90.933	510.196	-1713.8	-4.679	566.621	-1716.104	6.204	614.628	-1768.675	-14.165	387.42	-1342.599	689.2	310.619	-1358.91	467.544	425.679	-1335.45	456.143	297.408	-1276.301	216.932	325.628	-1193.315	62.678	411.103	-1185.786	95.437	401.944	-1030.01	89.887	340.736	-1021.146	117.881	302.668	-1050.756	60.431
0.04	608.645	-1443.063	908.389	353.413	-1427.437	913.102	513.619	-1618.506	947.786	426.897	-1614.467	943.04	629.376	-1557.644	854.06	297.269	-1503.049	848.335	572.651	-1442.177	681.452	605.179	-1603.299	437.358	495.035	-1605.698	430.836	609.823	-1766.425	227.89	575.997	-1867.192	93.026	489.706	-1833.323	93.651	510.423	-1713.632	-4.686	566.646	-1715.887	6.111	614.503	-1769.245	-14.418	386.769	-1333.143	690.025	310.719	-1350.186	467.353	425.139	-1325.724	456.78	298.877	-1269.21	215.791	326.47	-1189.124	60.614	412.141	-1181.129	92.866	402.564	-1025.368	85.542	341.796	-1016.721	114.251	303.413	-1046.912	57.38
0.045	607.621	-1434.949	907.887	352.454	-1419.226	912.961	512.884	-1610.406	947.291	426.685	-1607.409	943.336	628.129	-1550.918	853.368	296.627	-1494.905	848.143	572.199	-1434.192	681.18	605.227	-1595.009	436.588	494.792	-1595.873	429.672	610.239	-1761.549	229.768	576.718	-1864.187	96.101	490.585	-1830.371	95.975	510.558	-1713.46	-4.807	566.63	-1715.61	6.027	614.424	-1769.021	-14.342	385.975	-1323.51	690.547	311.027	-1341.012	466.877	424.828	-1316.282	457.495	298.728	-1263.397	215.036	327.461	-1185.441	58.253	413.196	-1177.204	90.024	403.167	-1021.214	80.477	342.895	-1013.032	110.463	304.02	-1044.057	54.222
0.05	606.649	-1426.841	907.567	351.67	-1410.789	912.879	512.033	-1602.217	946.858	425.315	-1598.024	942.281	627.267	-1542.929	852.978	295.922	-1486.613	847.987	572.022	-1426.225	680.601	605.413	-1586.416	435.703	494.046	-1587.611	429.439	610.641	-1756.397	232.005	577.685	-1860.789	100.241	490.813	-1827.338	98.519	510.523	-1713.223	-5.001	566.597	-1715.376	5.83	614.318	-1768.876	-14.012	384.976	-1314.004	690.946	311.173	-1332.156	466.796	424.584	-1307.064	458.2	299.641	-1256.893	213.461	328.509	-1182.202	55.508	414.392	-1173.94	87.143	404.237	-1018.16	75.961	344.268	-1009.955	106.344	304.789	-1041.869	51.036
0.055	605.85	-1418.525	907.484	350.514	-1402.483	912.781	511.197	-1594.013	946.418	424.456	-1589.609	941.738	626.501	-1534.899	852.678	295.409	-1478.263	847.896	571.796	-1417.47	680.517	606.141	-1577.955	435.313	493.328	-1578.752	427.476	610.897	-1750.788	233.905	578.224	-1857.349	104.014	491.511	-1823.933	101.572	510.323	-1712.895	-5.303	566.438	-1715.068	5.555	614.094	-1768.674	-13.697	384.11	-1304.423	690.846	311.503	-1322.979	466.391	424.565	-1298.085	458.976	300.342	-1250.691	211.852	329.521	-1179.532	52.927	415.84	-1171.36	84.218	405.424	-1015.931	71.099	345.687	-1007.479	102.052	305.871	-1040.115	47.435
0.06	604.782	-1410.243	907.251	349.508	-1393.853	912.839	510.252	-1585.655	946.078	424.101	-1582.216	941.986	625.639	-1526.736	852.321	294.869	-1469.701	847.514	571.375	-1409.442	679.727	606.546	-1568.586	434.2	492.896	-1569.32	426.673	611.207	-1744.865	235.937	578.954	-1853.776	108.171	492.441	-1819.831	104.81	510.132	-1712.498	-5.78	566.173	-1714.528	5.132	613.935	-1768.347	-13.296	382.864	-1294.964	690.841	311.853	-1313.742	465.987	424.715	-1289.387	459.546	300.847	-1244.944	210.334	330.648	-1177.45	50.666	417.211	-1168.914	80.94	407.26	-1014.254	66.079	347.538	-1005.345	97.558	307.017	-1038.984	43.89
0.065	603.687	-1401.856	907.09	348.242	-1385.391	912.961	509.362	-1577.341	945.635	422.595	-1572.73	940.728	624.772	-1518.409	852.035	294.284	-1460.989	847.391	571.18	-1400.561	679.923	607.034	-1558.791	433.555	493.058	-1559.123	425.276	611.521	-1738.58	238.297	579.224	-1849.657	112.013	493.248	-1815.406	108.031	509.91	-1711.898	-6.358	565.949	-1713.928	4.684	613.727	-1767.866	-12.798	381.814	-1285.509	690.806	312.189	-1304.335	465.919	424.778	-1280.883	460.302	301.749	-1239.406	208.986	332.06	-1175.351	48.271	418.894	-1167.348	78.177	408.51	-1012.182	60.329	349.404	-1002.494	92.735	308.363	-1037.139	40.117
0.07	602.703	-1393.502	907.038	347.21	-1376.6	912.748	508.864	-1571.205	946.249	421.606	-1564.302	940.26	623.964	-1510.077	851.697	293.965	-1451.98	846.563	570.453	-1391.079	679.238	607.465	-1548.725	432.81	493.112	-1548.67	424.062	611.772	-1731.899	240.666	579.826	-1845.331	116.706	494.457	-1810.403	111.427	509.518	-1711.63	-7.204	565.761	-1713.276	4.181	613.556	-1767.222	-12.266	380.705	-1276.406	690.873	312.631	-1294.523	465.288	424.475	-1272.702	459.943	303.321	-1233.747	207.312	333.679	-1172.928	47.305	420.697	-1164.179	76.49	409.478	-1007.391	54.572	351.353	-997.113	86.869	309.711	-1033.66	35.629
