Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0	625.595	-1452.945	901.482	370.986	-1443.363	910.393	536.002	-1632.541	944.322	448.395	-1630.88	941.907	650.72	-1567.463	847.341	315.897	-1518.236	846.51	591.114	-1450.55	677.427	630.875	-1605.217	429.86	517.098	-1606.862	419.35	638.163	-1790.567	240.639	610.503	-1904.118	115.803	525.376	-1869.51	109.923	540.091	-1771.154	-7.535	597.008	-1771.858	3.997	644.871	-1825.964	-11.321	401.934	-1345.709	686.92	338.735	-1370.659	467.186	455.442	-1356.565	456.236	331.058	-1310.989	208.705	360.961	-1266.479	46.899	449.491	-1258.297	70.202	440.115	-1107.198	18.4	384.825	-1086.76	51.358	339.339	-1134.587	12.632
0.005	624.268	-1445.371	903.079	369.872	-1436.672	912.097	535.479	-1625.294	945.25	447.883	-1624.036	943.362	648.4	-1558.955	847.219	314.629	-1511.492	848.647	589.085	-1440.373	679.112	630.571	-1593.508	430.085	516.288	-1595.249	419.227	638.124	-1782.285	243.96	610.996	-1898	121.27	526.046	-1863.498	114.235	539.555	-1770.76	-8.259	596.197	-1771.559	4.005	644.351	-1825.337	-10.229	400.556	-1339.186	688.936	338.704	-1362.63	469.447	455.988	-1351.731	458.988	330.514	-1306.775	209.781	360.625	-1266.003	47.417	449.115	-1257.6	70.363	440.601	-1107.048	17.006	385.013	-1086.093	49.239	339.53	-1133.997	10.859
0.01	622.815	-1437.615	903.641	368.543	-1430.143	914	535.193	-1618.114	946.331	447.619	-1617.311	944.918	648.987	-1552.216	849.291	313.789	-1505.077	850.992	587.695	-1431.441	679.599	630.187	-1581.19	429.575	515.797	-1582.237	418.582	637.993	-1773.566	247.435	611.202	-1890.885	128.081	526.759	-1856.67	118.521	538.449	-1770.76	-8.734	595.984	-1770.692	3.757	644.546	-1824.056	-8.899	399.751	-1332.755	690.992	338.677	-1354.171	471.802	455.624	-1346.396	461.797	330.216	-1303.166	210.699	360.111	-1265.29	47.733	448.487	-1256.496	70.894	440.809	-1106.806	15.642	385.247	-1085.378	47.376	339.659	-1133.438	9.339
0.015	621.273	-1429.873	905.029	367.4	-1423.729	916.002	535.134	-1611.033	947.515	447.548	-1610.636	946.589	648.231	-1543.881	849.529	312.747	-1499.216	853.838	585.86	-1422.139	681.273	629.935	-1567.483	429.57	515.156	-1569.374	418.072	637.793	-1764.246	251.046	611.062	-1884.498	132.996	527.404	-1849.067	122.616	538.094	-1770.165	-9.72	595.471	-1770.418	3.876	644.313	-1822.936	-7.707	399.149	-1326.672	693.516	338.56	-1345.21	473.909	455.162	-1340.359	464.827	329.688	-1299.856	211.725	359.504	-1264.308	47.868	447.78	-1255.352	71.389	440.907	-1106.602	14.495	385.387	-1084.785	45.801	339.76	-1133.02	8.137
0.02	619.536	-1422.57	906.413	366.284	-1417.537	918.151	535.555	-1603.574	948.841	447.579	-1603.962	948.203	647.65	-1535.686	849.936	311.976	-1493.319	856.499	583.801	-1412.642	682.473	629.631	-1554.607	429.641	514.789	-1555.954	416.985	637.698	-1754.276	254.742	611.016	-1876.886	139.117	527.878	-1840.716	126.438	537.746	-1769.132	-10.375	594.473	-1770.289	4.4	643.489	-1822.365	-5.811	399.044	-1320.788	696.38	338.337	-1336.681	475.559	454.32	-1333.778	468.503	328.513	-1296.936	212.432	358.79	-1263.726	47.482	447.105	-1254.568	71.599	440.973	-1106.266	13.327	385.211	-1084.41	44.489	339.63	-1132.72	6.744
0.025	618.048	-1415.01	907.407	364.764	-1411.313	920.49	535.699	-1596.589	950.136	448.265	-1598.473	950.441	647.103	-1527.466	850.235	311.515	-1487.379	859.053	581.98	-1403.442	684.055	629.201	-1541.383	429.272	514.513	-1541.962	415.965	637.441	-1743.989	258.316	611.03	-1868.527	144.913	528.201	-1832.261	130.895	537.528	-1767.56	-10.587	593.864	-1768.948	5.196	643.28	-1820.465	-3.449	399.1	-1315.315	699.339	338.083	-1328.804	477.183	453.346	-1326.487	471.749	326.979	-1294.511	213.458	358.13	-1262.761	47.112	446.47	-1253.858	71.756	440.985	-1106.095	12.486	384.878	-1084.022	42.76	339.415	-1132.326	5.096
0.03	616.468	-1407.626	908.652	363.506	-1405.248	922.504	535.898	-1589.581	951.395	447.844	-1590.602	951.146	646.453	-1519.655	851.057	310.915	-1481.614	861.653	579.375	-1393.576	685.418	628.672	-1528.579	428.369	514.387	-1527.776	414.782	637.277	-1733.102	262.037	610.899	-1860.011	151.302	528.27	-1823.747	135.52	537.437	-1765.475	-10.284	593.15	-1766.828	6.688	642.485	-1819.451	0.385	399.653	-1309.237	702.185	337.704	-1321.91	478.598	451.8	-1319.041	474.046	326.117	-1292.062	214.002	357.407	-1262.095	46.825	445.897	-1253.109	71.749	440.935	-1105.91	11.53	384.551	-1083.374	40.861	339.281	-1132.058	3.491
0.035	614.611	-1400.277	909.897	362.242	-1399.152	924.585	536.12	-1582.754	952.635	448.021	-1583.997	952.483	645.787	-1511.46	851.343	310.381	-1475.796	863.889	577.224	-1380.832	687.869	627.997	-1514.707	427.833	514.182	-1513.441	413.612	637.091	-1722.038	265.632	610.497	-1851.326	157.809	528.12	-1815.121	140.589	537.588	-1763.297	-8.781	593.441	-1763.16	8.411	642.156	-1816.777	4.959	400.307	-1303.654	704.891	337.083	-1315.789	479.532	449.937	-1311.519	475.641	325.677	-1289.387	213.958	356.794	-1261.363	46.56	445.034	-1252.08	71.958	440.676	-1105.5	10.228	384.071	-1082.85	38.954	338.978	-1131.582	1.42
0.04	613.205	-1393.023	911.068	360.884	-1393.162	926.605	536.255	-1575.904	953.659	448.128	-1577.376	953.676	645.328	-1503.097	851.491	309.676	-1469.76	865.689	574.996	-1371.57	689.698	627.484	-1500.84	427.429	513.848	-1498.849	412.616	636.831	-1710.846	269.461	609.979	-1842.041	164.005	527.73	-1806.305	146.005	537.654	-1760.812	-6.573	593.43	-1759.54	10.55	641.447	-1814.04	9.83	400.696	-1297.693	707.059	336.254	-1310.457	480.115	448.047	-1303.95	475.967	325.01	-1287.079	214.142	356.268	-1260.569	46.233	444.184	-1251.03	72.004	440.534	-1105.378	9.089	383.665	-1082.136	37.051	338.532	-1130.97	0.445
0.045	611.739	-1386.148	912.628	359.563	-1387.056	928.571	536.348	-1569.252	954.76	448.711	-1571.98	955.305	644.906	-1495.708	852.565	308.914	-1463.68	866.995	573.171	-1362.402	691.167	626.97	-1487.367	427.537	513.135	-1484.623	412.434	636.034	-1699.337	272.747	609.542	-1833.009	170.386	527.289	-1797.176	151.509	537.729	-1757.875	-3.813	593.583	-1755.439	13.021	640.857	-1811.209	15.308	401.12	-1291.256	709.064	335.183	-1305.839	480.273	446.492	-1296.922	475.479	324.224	-1284.689	214.191	355.777	-1259.878	45.963	443.484	-1248.853	72.774	440.422	-1105.014	7.717	383.42	-1081.573	35.723	338.175	-1130.645	0.067
